customer_id,customer_name,age,city,product_id,product_name,category,purchase_date,purchase_quantity,price_per_unit,total_spent
2486,ashley mitchell,22.0,wagnerland,180,almond butter,dairy,2024-02-24,1.0,3.76,3.76
2487,jason kim,62.0,port matthewland,118,tofu,dairy,2024-01-29,1.0,12.69,12.69
2488,todd morgan,40.0,east samantha,172,almond butter,snack,2024-09-13,4.0,8.76,35.04
2489,ivan blair,38.0,lake andreabury,109,kale,snack,2024-03-20,3.0,16.12,48.36
2490,maxwell garcia,20.0,north andrewburgh,125,kale,dairy,2024-07-23,2.0,5.66,11.32
2491,lisa hunt,52.0,new nicholeburgh,178,almond butter,organic,2024-05-24,2.0,15.68,31.36
2492,james jarvis,73.0,davisberg,147,granola,organic,2024-09-13,1.0,6.21,6.21
2493,anthony brandt,25.0,amyburgh,131,kale,snack,2024-05-29,4.0,12.54,50.16
2494,daniel olson,26.0,port chelseachester,186,fresh milk,dairy,2024-07-21,4.0,19.07,76.28
2495,jennifer murphy,33.0,lauraview,149,organic apples,organic,2024-05-08,2.0,2.88,5.76
2496,jonathan bell,31.0,west adamfurt,133,organic apples,vegetable,2024-06-29,4.0,1.68,6.72
2497,emily ross,79.0,davisside,120,organic apples,vegetable,2024-09-05,3.0,4.37,13.11
2498,alexa jenkins,64.0,east timothy,144,granola,vegetable,2024-10-26,3.0,4.54,13.62
2499,shannon powell,67.0,jacquelineshire,126,granola,organic,2024-02-04,3.0,10.51,31.53
2500,amber carpenter,32.0,lakx stephanie,150,tofu,snack,2024-07-10,3.0,6.59,19.77
2501,andrea stewart,54.0,phillipsborough,108,almond butter,vegetable,2024-07-31,4.0,16.57,66.28
2502,michael hogan,76.0,xavierfurt,141,almond butter,dairy,2024-05-18,1.0,7.61,7.61
2503,angelica diaz,68.0,north jamieshire,158,almond butter,vegetable,2024-07-22,1.0,4.07,4.07
2504,terry blair,29.0,martinmouth,131,almond butter,organic,2024-01-10,2.0,18.73,37.46
2505,gabrielle cummings,55.0,ricjardsonview,118,granola,organic,2024-02-10,4.0,7.54,30.16
2506,billy smith,64.0,port maxbury,174,tofu,snack,2024-07-10,2.0,2.0,4.0
2507,carl gray,19.0,hallland,126,granola,vegetable,2024-09-02,2.0,4.59,9.18
2508,mary welch,71.0,south thomas,148,fresh milk,organic,2024-10-10,3.0,11.05,33.150000000000006
2509,christopher wilkerson,48.0,kennethside,121,granola,organic,2024-01-23,2.0,13.07,26.14
2510,stephanie green,41.0,johnborough,113,fresh milk,dairy,2024-08-24,3.0,3.82,11.46
2511,rebecca leonard,69.0,joseburgh,155,fresh milk,snack,2024-03-06,4.0,17.65,70.6
2512,monica harrison,27.0,holtport,161,fresh milk,snack,2024-03-12,1.0,7.27,7.27
2513,molly lutz,19.0,maryburgh,196,kale,organic,2024-07-30,2.0,9.4,18.8
2514,chad harris,56.0,east amandamouth,164,tofu,dairy,2024-07-28,2.0,17.78,35.56
2515,kristina burnett,70.0,north sharon,148,fresh milk,vegetable,2024-09-09,4.0,1.22,4.88
2516,tammy roth,76.0,oliverside,131,organic apples,organic,2024-08-06,3.0,16.8,50.400000000000006
2517,kimberly robinson,36.0,christopherfort,133,organic apples,dairy,2024-08-16,4.0,16.56,66.24
2518,lisa fox,45.0,villarrealton,197,almond butter,dairy,2024-06-06,1.0,10.81,10.81
2519,james giles,44.0,ashleyfort,186,fresh milk,dairy,2024-05-04,2.0,8.65,17.3
2520,kenneth reyes,36.0,north nicholasborough,191,granola,dairy,2024-01-23,4.0,1.51,6.04
2521,juan castro,74.0,port tracy,114,kale,snack,2024-01-21,3.0,1.19,3.57
2522,jesus alvarez,40.0,south kevinton,157,fresh milk,snack,2024-11-06,4.0,7.7,30.8
2523,stephanie ortiz,37.0,torresstad,118,almond butter,snack,2024-02-11,2.0,7.97,15.94
2524,kimberly ford,46.0,triciaborough,112,granola,organic,2024-04-06,4.0,5.4,21.6
2525,kristen scott,40.0,susanhaven,130,kale,organic,2024-04-30,4.0,18.6,74.4
2526,tiffany jones,26.0,penningtonfurt,155,organic apples,organic,2024-08-22,1.0,14.78,14.78
2527,willie ford,33.0,north jamesmouth,168,granola,organic,2024-01-16,3.0,1.84,5.5200000000000005
2528,james davis,55.0,changtown,123,tofu,organic,2024-04-14,1.0,8.98,8.98
2529,anita briggs,73.0,new davidfort,171,fresh milk,snack,2024-03-16,1.0,11.57,11.57
2531,xavier kelley,30.0,west williamview,131,kale,dairy,2024-01-28,1.0,19.74,19.74
2532,stephen hicks,59.0,west jason,151,kale,dairy,2024-10-17,4.0,2.35,9.4
2533,richard monroe,40.0,port kathleen,128,tofu,dairy,2024-07-01,4.0,17.61,70.44
2534,alexandra harrington,23.0,east dustin,112,granola,dairy,2024-07-13,4.0,12.04,48.16
2535,frank lee,39.0,ericfurt,105,organic apples,snack,2024-01-22,3.0,3.18,9.54
2536,tammy noble,75.0,west danielshire,195,fresh milk,organic,2024-08-30,4.0,6.62,26.48
2537,kenneth prince,23.0,new john,191,organic apples,snack,2024-03-04,1.0,4.09,4.09
2538,terri porter,28.0,port caitlin,169,granola,dairy,2024-04-23,3.0,12.64,37.92
2539,april campbell,75.0,alexandraville,103,kale,organic,2024-08-11,3.0,2.39,7.17
2540,joshua carrillo,51.0,atkinsfurt,114,almond butter,snack,2024-02-27,1.0,9.69,9.69
2541,bobby roberts,75.0,michaelland,175,tofu,dairy,2024-10-11,2.0,11.12,22.24
2542,bradley castaneda,77.0,port amy,165,granola,vegetable,2024-10-26,3.0,17.85,53.55
2543,gina stevenson,31.0,port christinaburgh,125,organic apples,snack,2024-10-31,4.0,8.05,32.2
2544,james hall,41.0,kennethberg,149,granola,dairy,2024-09-01,4.0,16.38,65.52
2545,jessica pitts,36.0,east makayla,115,organic apples,vegetable,2024-05-16,1.0,12.59,12.59
2546,christopher spencer,26.0,brianstad,178,granola,snack,2024-02-20,3.0,15.05,45.150000000000006
2547,philip foster,28.0,nataliefurt,111,kale,dairy,2024-01-17,4.0,11.42,45.68
2548,craig morales,70.0,port lawrenceton,117,granola,organic,2024-09-29,3.0,19.07,57.21
2549,jennifer hunt,27.0,morganbury,173,tofu,snack,2024-05-24,1.0,16.92,16.92
2551,john davis,76.0,scottbury,127,almond butter,organic,2024-03-16,3.0,4.8,14.4
2553,michael perry,30.0,monicashire,180,almond butter,vegetable,2024-02-24,3.0,6.19,18.57
2554,kristine roberts,22.0,thomasborough,147,organic apples,vegetable,2024-10-16,4.0,10.85,43.4
2555,nathan johnson,71.0,amberchester,172,fresh milk,dairy,2024-03-19,3.0,11.55,34.650000000000006
2556,pamela miller,25.0,andrewsmouth,170,tofu,snack,2024-03-11,2.0,8.95,17.9
2557,kelly bird,18.0,north kurt,176,almond butter,snack,2024-06-13,3.0,12.36,37.08
2558,ryan donaldson,47.0,lake kathrynville,162,granola,snack,2024-01-06,2.0,1.54,3.08
2559,kristina hernandez md,19.0,south amystad,138,almond butter,snack,2024-05-09,4.0,2.84,11.36
2560,andrea miller,43.0,jacobfurt,154,fresh milk,organic,2024-06-25,1.0,10.14,10.14
2561,michael greer,34.0,mendezmouth,136,tofu,organic,2024-08-22,1.0,6.51,6.51
2562,david moss,64.0,east justinton,114,organic apples,snack,2024-10-08,2.0,11.53,23.06
2563,christopher grant,72.0,jonesburgh,142,kale,snack,2024-03-15,1.0,10.68,10.68
2564,justin lucero,25.0,new joannaview,153,tofu,dairy,2024-02-13,4.0,6.37,25.48
2565,robert henson,65.0,thompsonmouth,120,tofu,dairy,2024-08-22,3.0,4.05,12.15
2566,sarah miller,50.0,west stacy,129,granola,vegetable,2024-08-07,1.0,5.22,5.22
2567,anita smith,36.0,merrittshire,178,organic apples,vegetable,2024-05-30,4.0,18.78,75.12
2568,joseph warner,77.0,north andrea,171,almond butter,organic,2024-03-04,3.0,12.73,38.19
2569,olivia harris,22.0,schultzchester,194,organic apples,organic,2024-08-31,2.0,2.33,4.66
2570,timothy martinez,35.0,peterland,124,almond butter,snack,2024-10-12,3.0,8.24,24.72
2571,joyce mann,71.0,gordonmouth,142,almond butter,vegetable,2024-05-27,156.0,2.68,418.08
2572,raymond andrews,41.0,new jasonville,187,tofu,snack,2024-02-07,3.0,8.2,24.6
2573,charles romero,20.0,east lisa,160,tofu,dairy,2024-03-09,2.0,2.13,4.26
2574,dr. anthony walters,60.0,port maryside,187,organic apples,dairy,2024-02-07,2.0,14.39,28.78
2575,megan adams,71.0,new kyle,109,granola,dairy,2024-05-26,2.0,11.67,23.34
2576,maria jackson,25.0,west eric,147,almond butter,dairy,2024-08-08,4.0,17.56,70.24
2577,dennis terry,68.0,port zachary,124,almond butter,organic,2024-09-15,1.0,19.56,19.56
2578,william hicks,38.0,new john,128,organic apples,organic,2024-01-03,4.0,5.59,22.36
2579,victoria miller,42.0,lake ianport,162,organic apples,snack,2024-04-01,2.0,8.15,16.3
2580,suzanne porter,19.0,new jamesberg,103,kale,snack,2024-10-05,1.0,17.06,17.06
2581,shelby may,18.0,lake sean,180,kale,vegetable,2024-04-02,3.0,7.0,21.0
2582,james horton,24.0,prestonland,161,almond butter,snack,2024-01-27,3.0,17.93,53.79
2583,crystal ortega,33.0,west josephhaven,161,kale,organic,2024-09-20,2.0,18.17,36.34
2584,thomas gomez,74.0,kochchester,191,almond butter,vegetable,2024-10-17,2.0,19.47,38.94
2585,lauren james,79.0,hernandezhaven,158,granola,vegetable,2024-01-01,4.0,6.64,26.56
2586,angela lozano,73.0,north nancy,146,fresh milk,vegetable,2024-03-31,4.0,1.4,5.6
2587,brett lane,34.0,estradaview,150,granola,vegetable,2024-04-25,2.0,5.01,10.02
2588,edward ward,71.0,south julie,152,tofu,vegetable,2024-03-14,3.0,5.85,17.549999999999997
2589,elizabeth green,60.0,ashleyborough,174,tofu,snack,2024-03-25,1.0,6.71,6.71
2591,sara hanson,78.0,vanyssatown,173,almond butter,dairy,2024-11-06,1.0,6.15,6.15
2592,diana ruiz,79.0,east kevinville,126,granola,dairy,2024-09-30,3.0,18.02,54.06
2593,melissa stevens,67.0,riceside,168,tofu,organic,2024-06-30,4.0,16.68,66.72
2594,ronald white,18.0,port luis,173,granola,organic,2024-08-12,1.0,13.36,13.36
2595,denise hughes,63.0,south kristin,132,organic apples,organic,2024-05-15,2.0,15.42,30.84
2596,jocelyn adams,22.0,east richardhaven,155,tofu,dairy,2024-04-05,2.0,2.73,5.46
2597,daniel wallace,33.0,lake brian,179,fresh milk,vegetable,2024-08-25,2.0,9.21,18.42
2598,john reynolds,71.0,singhton,107,granola,organic,2024-06-15,3.0,7.29,21.87
2599,lisa torres,65.0,castroland,167,fresh milk,organic,2024-03-26,3.0,14.99,44.97
2602,erin white,58.0,reidstad,131,granola,dairy,2024-03-12,4.0,15.65,62.6
2603,kimberly mcgrath,45.0,juarville,100,granola,organic,2024-10-11,1.0,9.19,9.19
2604,tiffany bailey,79.0,south sandraton,169,kale,vegetable,2024-06-08,1.0,19.49,19.49
2605,mary thompson,29.0,west michael,130,tofu,organic,2024-08-27,2.0,16.41,32.82
2606,crystal rodriguez,21.0,belltown,178,almond butter,organic,2024-07-02,1.0,9.12,9.12
2607,kevin smith,57.0,lake sara,147,fresh milk,vegetable,2024-07-23,3.0,1.51,4.53
2608,jason lopez,47.0,south rachelmouth,125,almond butter,vegetable,2024-03-09,4.0,16.26,65.04
2609,corey hood,45.0,joelland,174,organic apples,organic,2024-03-25,4.0,15.91,63.64
2610,beth hodges,21.0,lake alison,118,fresh milk,organic,2024-02-08,4.0,10.8,43.2
2611,lauren donovan dds,32.0,east robert,150,tofu,vegetable,2024-07-08,4.0,15.58,62.32
2612,linda johnson,22.0,chandlerborough,124,organic apples,vegetable,2024-01-27,2.0,8.41,16.82
2613,craig jenkins,26.0,south michelemouth,194,granola,vegetable,2024-06-13,4.0,8.19,32.76
2614,allison goodwin,37.0,lake jessicastad,103,fresh milk,dairy,2024-01-14,3.0,12.89,38.67
2615,daniel booth,23.0,stevensport,186,almond butter,snack,2024-01-26,4.0,14.26,57.04
2616,robert stafford,24.0,east joyce,100,organic apples,vegetable,2024-04-14,3.0,9.78,29.34
2617,thomas alexander,40.0,new matthewshire,132,tofu,dairy,2024-03-04,2.0,12.76,25.52
2618,lance trujillo,79.0,simonhaven,166,granola,organic,2024-10-10,3.0,18.39,55.17
2619,robert carrillo,76.0,stephanieport,134,tofu,dairy,2024-06-01,3.0,16.66,49.98
2620,mary harris,62.0,west josephside,116,almond butter,organic,2024-05-25,3.0,8.8,26.4
2622,alex smith,40.0,north cheryl,138,tofu,vegetable,2024-10-11,1.0,18.62,18.62
2623,keith wood,33.0,north amy,133,kale,vegetable,2024-02-18,3.0,10.74,32.22
2624,elizabeth evans,55.0,north sandramouth,165,granola,organic,2024-02-29,1.0,16.07,16.07
2625,amber gonzalez,21.0,west kellymouth,150,organic apples,snack,2024-07-09,3.0,6.73,20.19
2626,christopher montoya,50.0,east laurieberg,121,fresh milk,snack,2024-06-30,2.0,12.4,24.8
2627,lauren austin,32.0,riosstad,176,tofu,snack,2024-04-14,4.0,3.89,15.56
2628,bryan golden,70.0,tammymouth,169,granola,vegetable,2024-07-03,1.0,4.31,4.31
2629,eric avila,62.0,sellersborough,147,organic apples,vegetable,2024-03-19,176.0,14.89,2620.6400000000003
2630,david stanton,48.0,kevinport,107,almond butter,snack,2024-09-23,3.0,5.65,16.950000000000003
2631,jennifer rivera,45.0,south williamberg,193,fresh milk,dairy,2024-07-20,4.0,14.24,56.96
2632,daniel rios,35.0,rosefort,139,fresh milk,dairy,2024-08-24,1.0,14.75,14.75
2633,laura morales,22.0,hoflmanstad,111,almond butter,organic,2024-04-26,3.0,4.74,14.22
2634,samuel holt,60.0,melissaview,166,granola,organic,2024-07-05,2.0,14.62,29.24
2635,mr. tom snow,59.0,west rebecca,180,almond butter,snack,2024-02-04,4.0,6.28,25.12
2636,janet torres,62.0,south suzannefurt,118,kale,snack,2024-06-07,2.0,14.43,28.86
2637,michele parker,75.0,joelmouth,191,tofu,vegetable,2024-06-30,4.0,18.05,72.2
2639,kaitlin cardenas,58.0,figueroastad,189,fresh milk,dairy,2024-03-25,2.0,6.67,13.34
2640,mr. maurice reed,24.0,lake tony,127,kale,snack,2024-06-17,2.0,6.08,12.16
2641,bobby williams,28.0,mercadoton,118,organic apples,vegetable,2024-05-06,123.0,7.62,937.26
2642,kimberly taylor,72.0,samuelberg,161,granola,vegetable,2024-01-11,3.0,17.9,53.7
2643,clinton fleming,79.0,robertmouth,113,tofu,snack,2024-10-23,3.0,7.69,23.07
2645,andre becker,50.0,new jessica,196,kale,dairy,2024-03-24,3.0,15.65,46.95
2646,angela woodward,56.0,jenniferberg,127,kale,organic,2024-07-18,1.0,17.82,17.82
2647,edward meyer,55.0,east cynthiaberg,194,almond butter,snack,2024-03-06,3.0,16.91,50.73
2648,joshua johnson,22.0,jennachester,116,granola,vegetable,2024-03-12,4.0,17.59,70.36
2649,joshua washington,59.0,thompsonmouth,193,fresh milk,organic,2024-02-14,1.0,14.71,14.71
2650,jessica raymond,44.0,rhondachester,171,kale,vegetable,2024-10-25,2.0,6.87,13.74
2651,danielle dixon,56.0,wellsberg,140,organic apples,vegetable,2024-04-13,3.0,3.19,9.57
2652,julie davis,32.0,fishermouth,159,tofu,vegetable,2024-04-04,1.0,1.41,1.41
2653,harry liu,52.0,new robertland,121,organic apples,snack,2024-02-19,2.0,15.51,31.02
2654,scott sheppard,64.0,new diane,162,organic apples,snack,2024-09-12,1.0,10.95,10.95
2655,kelly green,65.0,hollyshire,173,organic apples,snack,2024-02-03,3.0,5.38,16.14
2656,laura pena,27.0,west davidmouth,181,almond butter,vegetable,2024-08-21,2.0,9.17,18.34
2657,brittany lopez,62.0,lake dianeberg,102,granola,dairy,2024-03-06,3.0,11.95,35.849999999999994
2658,lauren jones,76.0,port coryland,134,granola,vegetable,2024-06-25,4.0,1.01,4.04
2659,jocelyn gomez,30.0,guerrerotown,124,organic apples,vegetable,2024-02-07,2.0,9.89,19.78
2660,john harris,28.0,lake matthewshire,195,organic apples,organic,2024-07-31,2.0,7.44,14.88
2661,cynthia moore,48.0,alexandermouth,180,organic apples,dairy,2024-10-14,1.0,3.55,3.55
2662,thomas jones,37.0,north thomas,129,almond butter,snack,2024-07-28,1.0,1.63,1.63
2663,laura holmes,77.0,north lori,110,tofu,organic,2024-02-26,3.0,11.58,34.74
2664,christine henderson,68.0,new christineland,161,fresh milk,organic,2024-04-09,4.0,9.87,39.48
2665,sean garrison,52.0,port hollyhaven,148,granola,snack,2024-08-27,3.0,14.96,44.88
2666,amber price,76.0,alyssamouth,130,fresh milk,snack,2024-04-12,1.0,1.14,1.14
2668,james murphy,40.0,berryside,184,almond butter,dairy,2024-03-29,3.0,1.65,4.949999999999999
2670,breanna smith,67.0,west elizabethberg,184,almond butter,vegetable,2024-09-06,3.0,17.6,52.8
2672,anne wheeler,54.0,jennybury,141,kale,snack,2024-05-30,2.0,18.1,36.2
2673,angela miller,34.0,johnsonshire,114,granola,organic,2024-01-06,2.0,15.42,30.84
2674,debra wilcox,32.0,aliciaport,199,organic apples,dairy,2024-01-09,1.0,2.61,2.61
2675,paul lyons,18.0,moniquefurt,188,fresh milk,organic,2024-03-27,4.0,12.46,49.84
2676,eric foster,23.0,west davidview,197,granola,snack,2024-01-24,3.0,10.65,31.950000000000003
2677,lori hobbs,38.0,smithtown,136,tofu,vegetable,2024-02-18,4.0,9.29,37.16
2678,christopher wilson,48.0,lake scott,189,almond butter,vegetable,2024-04-01,1.0,256.68,256.68
2679,gregory snyder,21.0,north jessica,172,tofu,organic,2024-03-07,3.0,9.45,28.35
2680,kevin lopez,73.0,shannonshire,126,fresh milk,dairy,2024-04-01,4.0,11.41,45.64
2681,austin frank,40.0,henryland,102,tofu,dairy,2024-10-12,2.0,19.67,39.34
2682,jeffrey carr,29.0,lake mark,181,organic apples,snack,2024-05-15,4.0,9.66,38.64
2683,linda myers,67.0,east darlene,198,tofu,organic,2024-10-24,1.0,12.25,12.25
2684,brenda ortiz,71.0,kevinburgh,112,organic apples,dairy,2024-06-27,4.0,10.55,42.2
2685,molly fisher,37.0,east bridget,153,granola,organic,2024-02-07,1.0,6.17,6.17
2686,mariah stanley,76.0,fergusonmouth,144,kale,dairy,2024-04-09,4.0,17.02,68.08
2687,timothy booker,28.0,port maryfurt,171,almond butter,organic,2024-08-18,3.0,1.35,4.050000000000001
2688,abigail velez,18.0,schmittbury,159,kale,organic,2024-05-05,4.0,17.01,68.04
2689,john christensen,50.0,guzmanchester,133,tofu,snack,2024-07-25,4.0,14.59,58.36
2690,elizabeth smith,21.0,gregorytown,158,almond butter,vegetable,2024-02-23,3.0,15.77,47.31
2691,maria james,57.0,williamstad,191,organic apples,organic,2024-10-05,4.0,3.09,12.36
2692,ashley rice,47.0,alexanderland,181,granola,dairy,2024-02-23,3.0,12.96,38.88
2693,julie harris,79.0,new annetteport,192,almond butter,dairy,2024-08-13,4.0,2.57,10.28
2695,colin porter,66.0,west allen,106,kale,vegetable,2024-06-12,3.0,16.12,48.36
2696,sergio newman,27.0,jayside,151,tofu,vegetable,2024-08-21,1.0,8.57,8.57
2697,sylvia snyder,29.0,hansontown,184,tofu,organic,2024-04-27,3.0,17.0,51.0
2698,nancy robinson,46.0,howardberg,175,organic apples,vegetable,2024-08-06,1.0,9.52,9.52
2699,brenda thomas,52.0,lisafort,152,kale,snack,2024-03-04,1.0,3.87,3.87
2700,james smith,78.0,terrellhaven,127,fresh milk,snack,2024-01-14,1.0,13.02,13.02
2701,janice rhodes,61.0,port carlos,178,kale,vegetable,2024-05-18,2.0,8.74,17.48
2702,lisa jones,46.0,anthonytown,128,kale,vegetable,2024-09-05,4.0,12.44,49.76
2703,sandra simmons,51.0,north elizabethmouth,138,tofu,snack,2024-08-17,3.0,16.83,50.49
2704,randy gallegos,53.0,heathershire,106,fresh milk,dairy,2024-02-06,1.0,9.86,9.86
2705,jillian pollard md,36.0,barbarastad,192,almond butter,dairy,2024-02-22,1.0,18.67,18.67
2706,john cummings,64.0,south benjaminfort,115,almond butter,dairy,2024-09-14,4.0,10.21,40.84
2707,mary sampson,78.0,lake julie,143,granola,vegetable,2024-08-26,4.0,17.86,71.44
2708,emily bennett,27.0,trujilloborough,105,tofu,organic,2024-04-18,2.0,17.33,34.66
2709,raven tran,34.0,clarkville,128,almond butter,dairy,2024-04-12,1.0,17.69,17.69
2710,kathryn rice,35.0,west kenneth,160,almond butter,snack,2024-05-18,2.0,14.4,28.8
2711,tony edwards,60.0,west williambury,107,organic apples,snack,2024-01-09,1.0,14.16,14.16
2712,isaac randall,41.0,sosamouth,128,tofu,organic,2024-10-21,1.0,3.24,3.24
2713,christopher acevedo,68.0,reedbury,134,fresh milk,vegetable,2024-09-21,2.0,6.38,12.76
2714,laura goodman,69.0,north stacy,182,tofu,snack,2024-09-17,2.0,15.88,31.76
2715,natasha rogers,49.0,east michellemouth,150,fresh milk,vegetable,2024-08-01,132.0,11.67,1540.44
2716,william wright,20.0,harringtonberg,102,almond butter,vegetable,2024-09-04,3.0,11.0,33.0
2717,taylor cooper,22.0,lewisview,106,organic apples,dairy,2024-01-04,2.0,1.2,2.4
2718,lisa west,39.0,west timothy,123,kale,organic,2024-03-16,4.0,7.07,28.28
2719,dr. kimberly sherman,18.0,port jeffrey,188,granola,organic,2024-02-17,2.0,9.72,19.44
2720,rachel coleman,38.0,angelaborough,163,tofu,snack,2024-01-25,3.0,6.06,18.18
2722,richard burnett,48.0,phelpschester,144,almond butter,vegetable,2024-10-25,2.0,9.88,19.76
2723,tina kelly,68.0,east michelle,154,tofu,snack,2024-03-14,1.0,10.02,10.02
2724,daniel vaughn,51.0,butlerton,191,organic apples,organic,2024-07-03,4.0,376.99,1507.96
2725,james richard,57.0,loweside,168,fresh milk,organic,2024-05-10,4.0,7.7,30.8
2726,nicholas baxter,55.0,deborahland,155,tofu,dairy,2024-01-09,2.0,16.19,32.38
2727,mr. fernando ochoa,79.0,ericshire,176,kale,organic,2024-11-08,4.0,7.8,31.2
2728,sharon white,70.0,leeton,132,almond butter,vegetable,2024-03-12,3.0,16.58,49.74
2729,jerry tran,73.0,alvinview,113,tofu,dairy,2024-01-29,4.0,13.21,52.84
2730,paul garcia,44.0,claytontown,134,granola,snack,2024-02-12,2.0,14.69,29.38
2731,emily stanley,70.0,rileyland,148,granola,snack,2024-03-15,4.0,8.09,32.36
2732,daniel garner,25.0,west lisaview,174,organic apples,organic,2024-02-11,198.0,15.55,3078.9
2733,nicole reeves,39.0,west amy,119,granola,organic,2024-06-28,1.0,6.85,6.85
2734,crystal fernandez,63.0,west jennifer,134,almond butter,vegetable,2024-07-22,4.0,3.0,12.0
2735,kimberly allen,32.0,wendyborough,184,granola,snack,2024-09-17,4.0,15.83,63.32
2736,maria gray,23.0,gardnerberg,176,granola,vegetable,2024-02-27,2.0,12.6,25.2
2737,lauren brady,20.0,perezfort,163,organic apples,snack,2024-10-20,1.0,11.39,11.39
2738,robert watkins,68.0,port robertport,184,granola,organic,2024-08-18,4.0,1.73,6.92
2739,troy kramer,62.0,taylorport,182,kale,dairy,2024-03-23,4.0,7.02,28.08
2740,joshua hill,25.0,west melissa,157,organic apples,organic,2024-07-14,3.0,6.79,20.37
2741,alexis richmond,59.0,evansborough,105,fresh milk,vegetable,2024-01-14,2.0,17.53,35.06
2742,jennifer howard,48.0,lake miguelborough,157,fresh milk,dairy,2024-05-12,4.0,8.48,33.92
2744,kelsey crosby,32.0,espinozaland,195,organic apples,snack,2024-02-15,2.0,1.78,3.56
2745,nicholas huff,65.0,johnfort,150,kale,vegetable,2024-01-30,3.0,9.01,27.03
2746,mr. gerald soto,72.0,markport,100,almond butter,organic,2024-04-19,1.0,1.74,1.74
2747,bryan ramirez,69.0,west lisafurt,125,kale,dairy,2024-09-24,2.0,1.86,3.72
2748,karen stephens,59.0,south valeriehaven,125,fresh milk,dairy,2024-09-08,2.0,3.57,7.14
2749,tyrone garrett,49.0,josephview,154,kale,organic,2024-02-25,2.0,2.85,5.7
2750,christina nichols,37.0,meyerton,192,granola,dairy,2024-07-03,3.0,5.65,16.950000000000003
2751,charles hunt,57.0,new joshuamouth,183,fresh milk,snack,2024-01-03,2.0,18.71,37.42
2752,audrey lucas,29.0,lake cynthia,187,fresh milk,organic,2024-10-03,2.0,15.31,30.62
2753,mary beltran,51.0,lake kevinborough,156,organic apples,dairy,2024-01-01,4.0,11.4,45.6
2754,amber brown,37.0,alexanderborough,110,granola,dairy,2024-01-13,2.0,16.98,33.96
2755,jon jordan,46.0,lake leslie,143,organic apples,vegetable,2024-01-15,4.0,12.3,49.2
2756,tammy graham,42.0,lake eric,148,organic apples,vegetable,2024-05-18,2.0,10.81,21.62
2757,mikayla thompson,27.0,brettton,198,kale,dairy,2024-03-25,3.0,6.46,19.38
2758,ryan yates,48.0,mcdonaldside,198,tofu,snack,2024-03-25,2.0,3.07,6.14
2759,michael martin,65.0,murraystad,148,fresh milk,snack,2024-09-23,3.0,3.44,10.32
2760,patricia martin,58.0,nancyview,194,organic apples,vegetable,2024-04-08,1.0,6.6,6.6
2761,rebekah walton,74.0,south kristinside,131,kale,dairy,2024-07-19,3.0,10.96,32.88
2762,mr. brian long,72.0,gutierrezburgh,186,organic apples,vegetable,2024-02-24,177.0,18.89,3343.53
2764,michael valdez,47.0,patrickberg,162,almond butter,organic,2024-03-28,3.0,11.71,35.13
2765,jennifer williams,33.0,north deanna,114,granola,vegetable,2024-01-15,2.0,11.13,22.26
2766,kevin roth,78.0,wadeport,183,almond butter,vegetable,2024-08-06,1.0,2.73,2.73
2767,jacqueline harrison,37.0,north anthonyport,179,granola,vegetable,2024-04-14,4.0,8.33,33.32
2768,cindy bean,25.0,lake patricia,182,kale,organic,2024-02-27,2.0,3.47,6.94
2769,james bell,75.0,howelltown,103,almond butter,organic,2024-09-08,3.0,13.27,39.81
2770,rebecca andrews,43.0,lake mark,107,granola,vegetable,2024-05-15,2.0,2.79,5.58
2771,vernon vang,40.0,jaimechester,178,organic apples,vegetable,2024-09-20,2.0,11.32,22.64
2772,mathew gonzalez,66.0,east mollyborough,106,kale,dairy,2024-05-26,1.0,6.81,6.81
2773,howard jackson,35.0,larsonside,191,almond butter,organic,2024-10-16,1.0,2.53,2.53
2774,ryan fisher,36.0,west robert,184,organic apples,organic,2024-08-22,2.0,4.81,9.62
2775,mary levine,27.0,riceshire,157,kale,dairy,2024-07-16,2.0,12.04,24.08
2776,rachel smith,62.0,santosbury,169,organic apples,snack,2024-05-20,4.0,3.31,13.24
2777,terry zamora,73.0,adammouth,198,granola,snack,2024-05-03,4.0,8.47,33.88
2778,jacob weaver,28.0,jacobville,193,almond butter,dairy,2024-09-03,1.0,15.11,15.11
2779,melissa carpenter,41.0,petersview,103,almond butter,organic,2024-08-05,1.0,1.79,1.79
2780,angela marshall,74.0,deborahtown,184,fresh milk,dairy,2024-10-17,1.0,14.5,14.5
2782,ashley lopez,78.0,west shirley,196,tofu,organic,2024-07-27,3.0,18.76,56.28
2783,sheryl logan,58.0,east joel,125,kale,dairy,2024-09-23,4.0,12.24,48.96
2784,julia warner,40.0,north tiffany,195,tofu,organic,2024-09-02,1.0,9.17,9.17
2785,raymond reilly,58.0,torresberg,158,tofu,vegetable,2024-09-14,1.0,18.53,18.53
2786,elizabeth adams,40.0,new christinatown,112,kale,organic,2024-02-13,4.0,6.4,25.6
2787,erin hoover,53.0,rachelmouth,195,fresh milk,vegetable,2024-11-08,2.0,15.04,30.08
2788,brenda wilson,72.0,haileystad,157,fresh milk,organic,2024-04-28,2.0,2.39,4.78
2789,patricia berry,18.0,east chelsea,121,organic apples,organic,2024-06-03,3.0,8.11,24.33
